154A,GAIA 
70030,"MITSUI E&S Co., Ltd. "
64170,"SANKYO CO.,LTD. "
73220,"San ju San Financial Group,Inc "
17880,"santo co.,ltd "
81190,SANYEI CORPORATION 
60440,SANKI SERVICE CORPORATION 
30580,Sanyodo Holdings Inc. 
68820,"Sansha Electric Manufacturing Co.,Ltd. "
36360,"Mitsubishi Research Institute, Inc. "
83060,"Mitsubishi UFJ Financial Group, Inc. "
161A,?? 
30990,Isetan Mitsukoshi Holdings Ltd. 
80110,SANYO SHOKAI LTD. 
93640,"Kamigumi Co., Ltd. "
22110,"Fujiya Co.,Ltd "
64740,NACHI-FUJIKOSHI CORP. 
18130,Fudo Tetra Corporation 
583A,????????? 
96910,"RYOMO SYSTEMS CO.,LTD. "
45580,"CHUKYOIYAKUHIN CO.,LTD. "
64960,"NAKAKITA SEISAKUSHO CO.,LTD. "
93190,"Chuo Warehouse Co.,Ltd. "
94760,"CHUOKEIZAI-SHA HOLDINGS,INC. "
68460,"Chuo Seisakusho,Ltd. "
54080,"NAKAYAMA STEEL WORKS, LTD. "
21390,"CHUCO CO.,LTD. "
22040,"NAKAMURAYA CO.,LTD. "
61660,"NAKAMURA CHOUKOU CO., LTD. "
19410,CHUDENKO CORPORATION 
35040,"MARUHACHI HOLDINGS CO., LTD. "
33990,Maruchiyo Yamaokaya Corporation 
63160,"MARUYAMA MFG.CO.,INC. "
97430,"tanseisha co.,ltd. "
97160,"NOMURA Co.,Ltd. "
27080,"KUZE CO., LTD. "
71800,"Kyushu Financial Group,Inc. "
85960,"KYUSHU LEASING SERVICE CO.,LTD. "
9146,??? 
82600,"IZUTSUYA CO.,LTD. "
76950,"koukandekirukun, Inc. "
67420,"Kyosan Electric Manufacturing Co.,Ltd. "
68370,"KYOSHA CO.,LTD. "
5536,?????????? 
47350,"KYOSHIN CO.,LTD. "
76150,"KYOTO KIMONO YUZEN HOLDINGS Co.,Ltd. "
58440,"Kyoto Financial Group, Inc. "
97230,"THE KYOTO HOTEL, LTD. "
72660,"Imasen Electric Industrial Co.,Ltd. "
25930,"ITO EN,LTD. "
71180,"Shinwa Holdings Co., Ltd. "
93030,"The Sumitomo Warehouse Co.,Ltd. "
18070,"WATANABE SATO CO., LTD. "
83950,THE BANK OF SAGA LTD. 
52160,"KURAMOTO CO.,LTD. "
5573,?? Holdings 
599A,????? 
21370,"HIKARI HEIGHTS-VARUS CO.,LTD. "
78780,"Kohsai Co.,Ltd. "
94350,"HIKARI TSUSHIN,INC. "
79460,KOYOSHA INC. 
5887,?? 
45700,"Immuno-Biological Laboratories Co., Ltd. "
83590,"Hachijuni Nagano Bank, Ltd. "
98490,KYODO PAPER HOLDINGS 
65700,Kyowa Corporation 
59710,"KYOWAKOGYOSYO CO.,LTD. "
68530,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD. "
96160,"KYORITSU MAINTENANCE CO.,LTD. "
80570,"UCHIDA YOKO CO., LTD. "
24840,"DEMAE-CAN CO.,LTD "
74130,"Sokensha Co., Ltd. "
35610,"CHIKARANOMOTO HOLDINGS Co.,Ltd. "
63910,KAJI TECHNOLOGY CORPORATION 
63900,"KATO WORKS CO., LTD. "
226A,?????? 
29300,Kitanotatsujin Corporation 
63170,Kitagawa Corporation 
85240,"North Pacific Bank,Ltd. "
18320,HOKKAIDENKO CORPORATION 
-,??GROUP 
34090,"KITABO CO.,Ltd "
368A0,Kitazato Corporation 
73800,"Juroku Financial Group, Inc. "
83370,"The Chiba Kogyo Bank, Ltd. "
83310,"The Chiba Bank, Ltd. "
81650,"SENSHUKAI CO.,LTD. "
96470,"KYOWA ENGINEERING CONSULTANTS Co., Ltd. "
19810,"KYOWANISSEI CO.,LTD. "
85540,"The Minami-Nippon Bank,Ltd. "
83670,"The Nanto Bank,Ltd. "
74170,NANYO CORPORATION 
24330,HAKUHODO DY HOLDINGS INCORPORATED 
21730,Hakuten Corporation 
98610,"YOSHINOYA HOLDINGS CO.,LTD. "
70140,"Namura Shipbuilding Co.,Ltd. "
61580,"WAIDA MFG.CO.,LTD. "
92710,"Wagokoro co.,ltd. "
83870,"The Shikoku Bank, Ltd. "
19390,YONDENKO CORPORATION 
69470,ZUKEN INC. 
18400,"TSUCHIYA HOLDINGS CO., LTD. "
61710,C.E.Management Integrated Laboratory Co.Ltd 
21640,"CHIIKISHINBUNSHA CO.,LTD. "
48900,Tsubota Laboratory Incorporated 
47200,"JOHNAN ACADEMIC PREPARATORY INSTITUTE,INC. "
68560,"HORIBA, Ltd. "
76300,"ICHIBANYA CO.,LTD. "
78090,"KOTOBUKIYA CO., LTD. "
68380,"TAMAGAWA HOLDINGS CO.,LTD. "
9169,??? 
31600,"OOMITSU CO., LTD. "
85370,"THE TAIKO BANK,LTD. "
28830,"DAIREI CO.,LTD "
83920,"THE OITA BANK, LTD. "
82470,"Daiwa Co.,Ltd. "
38160,"DAIWA COMPUTER CO., LTD. "
86010,Daiwa Securities Group Inc. 
99790,DAISYO CORPORATION 
27050,"OOTOYA Holdings Co., Ltd. "
66350,"Di-Nikko Engineering Co.,Ltd. "
17930,"OHMOTO GUMI CO.,LTD "
85630,"THE DAITO BANK, LTD. "
18020,OBAYASHI CORPORATION 
29170,"OHMORIYA Co., LTD "
19790,Taikisha Ltd. 
75380,"DAISUI CO.,LTD. "
75550,"Ota Floriculture Auction Co.,Ltd. "
18440,"OHMORI CO.,LTD. "
69620,DAISHINKU CORP. 
57020,"DAIKI ALUMINIUM INDUSTRY CO.,LTD. "
59390,"OTANI KOGYO CO., LTD. "
93630,"DAIUN CO.,LTD. "
40460,"OSAKA SODA CO.,LTD. "
57260,"OSAKA Titanium technologies Co.,Ltd "
98460,"TENMAYA STORE CO.,LTD. "
63420,"Taihei Machinery Works,Limited "
18330,OKUMURA CORPORATION 
184A0,"Manabi-aid Co.,Ltd. "
23010,"GAKUJO CO.,Ltd. "
94700,"GAKKEN HOLDINGS CO., LTD. "
97690,"GAKKYUSHA CO.,LTD. "
514A,??? 
63960,"Unozawa-gumi Iron Works,Limited "
17980,MORIYA CORPORATION 
65060,YASKAWA Electric Corporation 
75620,"ANRAKUTEI Co.,Ltd. "
72710,YASUNAGA CORPORATION 
17190,HAZAMA ANDO CORPORATION 
64950,"MIYAIRI VALVE MFG.CO., LTD. "
83930,"The Miyazaki Bank,Ltd. "
18480,FUJI P.S CORPORATION 
31380,"Fujisan Magazine Service Co.,Ltd. "
63010,KOMATSU LTD. 
87420,"KOBAYASHI YOKO CO.,LTD. "
63490,KOMORI CORPORATION 
61490,"ODAWARA ENGINEERING CO., LTD. "
73140,"ODAWARA AUTO-MACHINE MFG.CO.,LTD. "
72760,"KOITO MANUFACTURING CO.,LTD. "
68580,"ONO SOKKI Co.,Ltd. "
84180,"Yamaguchi Finacial Group,Inc. "
80510,YAMAZEN CORPORATION 
83440,"The Yamagata Bank, Ltd. "
391A0,"Yamata Co., Ltd. "
34410,"SANNO Co.,Ltd "
43510,YAMADA SERVICER SYNTHETIC OFFICE 
83810,"The San-in Godo Bank,Ltd. "
14380,"Gifu landscape architect Co.,Ltd. "
86090,OKASAN SECURITIES GROUP INC. 
38920,"Okayama Paper Industries Co.,Ltd. "
61250,"OKAMOTO MACHINE TOOL WORKS, LTD. "
83450,"The Bank of Iwate,Ltd. "
71500,"THE SHIMANE BANK,LTD. "
62220,"SHIMA SEIKI MFG., LTD. "
38780,TOMOEGAWA CORPORATION 
46450,"ICHISHIN HOLDINGS CO., LTD. "
97080,"Imperial Hotel, Ltd. "
64120,Heiwa Corporation 
77810,"HIRAYAMA HOLDINGS Co.,Ltd. "
78630,"HIRAGA CO., LTD. "
78070,"KOWA CO.,LTD. "
75540,KOURAKUEN CORPORATION 
78680,"KOSAIDO Holdings Co., Ltd. "
96210,"CTI Engineering Co.,Ltd. "
19480,"The Kodensha,Co.,Ltd. "
96640,"Misono-za Co., Ltd. "
37120,"Information Planning Co.,LTD. "
155A0,"Information Strategy and Technology Co.,Ltd. "
21790,"SEIGAKUSHA CO.,LTD. "
66430,"Togami Electric Mfg. Co.,Ltd. "
62890,GIKEN LTD. 
319A0,Next Generation Technology Group Inc. 
69940,SHIZUKI ELECTRIC COMPANY INC. 
93300,AGEHA Inc. 
99780,"BUNKYODO GROUP HOLDINGS CO.,LTD. "
94710,"BUNKEIDO CO.,LTD. "
23950,"SHIN NIPPON BIOMEDICAL LABORATORIES, LTD. "
65480,TABIKOBO Co. Ltd. 
99020,nichiden corporation 
65430,NISSEN INC. 
14290,"Nippon Aqua Co., Ltd. "
52410,"Nihon Office Automation Research Co.,Ltd. "
23930,"Nippon Care Supply Co.,Ltd. "
67880,"NIHON TRIM.,CO.LTD. "
18730,"NIHON HOUSE HOLDINGS CO., LTD. "
41190,Nippon Pigment Holdings Company Limited 
68710,"MICRONICS JAPAN CO.,LTD. "
38510,NIPPON ICHI SOFTWARE INC. 
78140,"JAPAN Creative Platform Group Co., Ltd. "
60390,"Japan Animal Referral Medical Center Co.,Ltd. "
86970,"Japan Exchange Group, Inc. "
69770,"JAPAN RESISTOR MFG.CO.,LTD. "
5840,???? 
49200,"Nippon Shikizai, Inc. "
56310,"The Japan Steel Works, Ltd. "
41140,"NIPPON SHOKUBAI CO., LTD. "
21270,Nihon M&A Center Holdings Inc. 
261A0,"Nihon Suido Consultants Co., Ltd. "
20020,NISSHIN SEIFUN GROUP INC. 
88810,"NISSHIN GROUP HOLDINGS Co., Ltd. "
65010,"Hitachi, Ltd. "
62470,"HISAKA WORKS,LTD. "
47180,"WASEDA ACADEMY CO.,LTD. "
58690,"WASEDA GAKUSHUKENKYUKAI CO.,LTD. "
46680,"MEIKO NETWORK JAPAN CO.,LTD. "
89270,"MEIHO ENTERPRISE CO.,LTD. "
65080,MEIDENSHA CORPORATION 
76340,"HOSHIIRYO-SANKI CO., LTD. "
63840,"SHOWA SHINKU CO.,LTD. "
94750,"Shobunsha Holdings, Inc. "
97780,"SUBARU CO., LTD. "
52080,"Arisawa Mfg. Co.,Ltd. "
38340,"ASAHI Net, Inc. "
51620,ASAHI RUBBER INC. 
19750,"ASAHI KOGYOSHA CO.,LTD. "
93070,"sugimura warehouse co.,ltd. "
72920,MURAKAMI CORPORATION 
69810,"Murata Manufacturing Co.,Ltd. "
71730,"Tokyo Kiraboshi Financial Group, Inc. "
19450,TOKYO ENERGY & SYSTEMS INC. 
80400,"TOKYO SOIR CO.,LTD. "
30670,"TOKYO ICHIBAN FOODS CO .,LTD. "
97010,"Tokyo Kaikan Co.,Ltd. "
63350,"TOKYO KIKAI SEISAKUSHO,LTD. "
77290,"TOKYO SEIMITSU CO., LTD. "
77190,TOKYO KOKI CO. LTD. 
73590,"Tokyo Communications Group,Inc. "
66170,"TAKAOKA TOKO CO., LTD. "
23290,TOHOKUSHINSHA FILM CORPORATION 
44390,"TOUMEI CO., LTD. "
85580,"THE TOWA BANK,LTD. "
81810,"Totenko Co., Ltd. "
139A,????? 
32970,"Toubujyuhan Co.,Ltd. "
445A,?????????? 
69950,"TOKAI RIKA CO.,LTD. "
47460,"Toukei Computer Co.,Ltd. "
83460,"The Toho Bank, Ltd. "
81510,TOYO Corporation 
82370,"MATSUYA CO., LTD. "
98870,"MATSUYA FOODS HOLDINGS CO., LTD. "
79790,SHOFU INC. 
22940,"Kakiyasu Honten Co.,Ltd. "
75670,SAKAE ELECTRONICS CORPORATION 
56020,"Kurimoto,Ltd. "
76040,"UMENOHANA GROUP CO.,LTD. "
18670,UEKI CORPORATION 
63710,TSUBAKIMOTO CHAIN CO. 
208A0,KOZO KEIKAKU ENGINEERING HOLDINGS Inc. 
59110,Yokogawa Bridge Holdings Corp. 
71860,"Yokohama Financial Group, Inc. "
62480,"Yokota Manufacturing Co., Ltd. "
96610,"Kabuki-Za Co.,Ltd. "
66530,"SEIKO ELECTRIC CO., LTD. "
83360,"The Musashino Bank, Ltd. "
89080,"MAINICHI COMNET CO., LTD. "
87140,"Senshu Ikeda Holdings,Inc. "
79520,"Kawai Musical Instruments Manufacturing Co.,Ltd. "
76820,"HAMAYUU CO.,LTD. "
31330,"kaihan co.,Ltd. "
18520,ASANUMA CORPORATION 
83640,"THE SHIMIZU BANK,LTD. "
22260,KOIKE-YA Inc. 
83660,"THE SHIGA BANK,LTD. "
26940,Yakiniku Sakai Holdings Inc. 
30970,The Monogatari Corporation 
99360,OHSHO FOOD SERVICE CORP. 
83990,"Bank of The Ryukyus,Limited "
62790,ZUIKO CORPORATION 
37770,Environment Friendly Holdings Corp. 
46570,"ENVIRONMENTAL CONTROL CENTER CO.,LTD. "
524A,????? Group 
97310,"Hakuyosha Company,Ltd. "
31920,"Shirohato Co.,Ltd. "
83860,"The Hyakujushi Bank,Ltd. "
63360,"ISHII HYOKI CO.,LTD. "
62080,"Ishikawa Seisakusho, Ltd. "
79390,"KENSOH CO.,LTD. "
30380,"KOBE BUSSAN CO., LTD. "
83620,"The Fukui Bank, Ltd. "
18990,FUKUDA CORPORATION 
13800,"AKIKAWA FOODS & FARMS CO.,LTD. "
83430,"THE AKITA BANK,LTD. "
34210,"INABA SEISAKUSHO Co.,Ltd. "
81590,"TACHIBANA ELETECH CO.,LTD. "
64320,"TAKEUCHI MFG.CO.,LTD. "
92370,"Emimen Co., Ltd. "
87500,"Dai-ichi Life Holdings,Inc. "
74580,"DAIICHIKOSHO CO. , LTD. "
73270,"Daishi Hokuetsu Financial Group,Inc. "
83380,"Tsukuba Bank, Ltd. "
83980,"The Chikuho Bank , Ltd. "
29330,KIBUN FOODS INC. 
83700,"The Kiyo Bank, Ltd. "
42580,AMIYA Corporation 
23850,Soiken Holdings Inc. 
24830,HONYAKU Center Inc. 
35970,"JICHODO Co.,Ltd. "
97570,Funai Soken Holdings Incorporated 
65400,SEMBA CORPORATION 
63610,EBARA CORPORATION 
34440,"KIKUCHI SEISAKUSHO CO.,LTD. "
46850,"Ryoyu Systems Co., Ltd. "
76790,"YAKUODO HOLDINGS Co.,Ltd. "
62570,"FUJISHOJI CO.,LTD. "
71890,"Nishi-Nippon Financial Holdings,Inc. "
75450,"NISHIMATSUYA CHAIN Co., Ltd. "
90240,SEIBU HOLDINGS INC. 
65660,"KANAME KOGYO CO.,LTD. "
89950,"makoto construction co,ltd "
70490,"SHIKIGAKU.Co.,Ltd. "
85590,"THE HOWA BANK,LTD. "
31810,"KAITORIOKOKU Co.,Ltd "
49110,"Shiseido Company, Limited "
7680,????? 
82440,"Kintetsu Department Store CO.,Ltd. "
76070,"Shinwa Co., Ltd. "
69320,ENDO Lighting Corporation 
78410,"ENDO MANUFACTURING CO.,LTD. "
63630,"Torishima Pump Mfg.Co.,Ltd. "
43070,"Nomura Research Institute,Ltd. "
67850,"SUZUKI CO.,LTD. "
24040,"TETSUJIN Holdings, Inc "
98530,"GINZA RENOIR CO.,LTD "
30750,"Choushimaru Co.,Ltd. "
18110,THE ZENITAKA CORPORATION 
61840,"Kamakura Shinsho, Ltd. "
59460,"CHOFU SEISAKUSHO CO.,LTD. "
29930,Choei Inc. 
33720,"KANMONKAI CO., LTD. "
19420,"KANDENKO CO.,LTD. "
83880,"The Awa Bank,Ltd. "
56160,"Ame Kaze Taiyo, Inc. "
63650,DMW CORPORATION 
36400,"DENSAN CO.,LTD. "
40720,"Densan System Holdings Co.,Ltd. "
43240,DENTSU GROUP INC. 
48120,DENTSU SOKEN INC. 
89290,"Aoyama Zaisan Networks Company,Limited "
36460,"Ekitan&Co.,Ltd. "
59150,KOMAIHALTEC Inc. 
84160,"THE BANK OF KOCHI,LTD "
64240,"TAKAMISAWA CYBERNETICS COMPANY,LTD. "
52830,"TAKAMISAWA CO., LTD. "
75040,KOHSOKU CORPORATION 
82330,"Takashimaya Company,Limited "
17620,TAKAMATSU CONSTRUCTION GROUP 
75960,"UORIKI CO.,LTD. "
26830,"UOKI CO.,LTD. "
74720,"TOBA,INC. "
53860,"TSURUYA CO.,LTD. "
63510,"TSURUMI MANUFACTURING CO.,LTD. "
77450,"A&D HOLON Holdings Company, Limited "
92510,"AB&Company Co.,Ltd. "
55740,"ABEJA,Inc. "
48130,"ACCESS CO., LTD. "
62320,ACSL Ltd. 
29820,"A.D.Works Group Co.,Ltd. "
44010,ADEKA CORPORATION 
29270,"AFC-HD AMS Life Science Co.,Ltd. "
-,????????? 
63640,AIRMAN CORPORATION 
68400,"AKIBA Holdings Co., Ltd. "
70770,"ALiNK Internet, INC. "
31890,ANAP HOLDINGS INC. 
82140,AOKI Holdings Inc. 
89460,ASIAN STAR CO. 
23510,ASJ INC. 
92230,"ASNOVA Co.,Ltd. "
89040,"AVANTIA CO., LTD. "
55910,AVILEN Inc. 
95540,"AViC Co., Ltd. "
39110,Aiming Inc. 
55370,AlbaLink 
44240,"Amazia, inc. "
34570,"&Do Holdings Co.,Ltd. "
24640,"Aoba-BBT, Inc. "
52540,Arent Inc. 
94080,"BSN MEDIA HOLDINGS,INC. "
52470,"BTM, Inc. "
42700,BeeX inc. 
70630,Birdman Inc. 
40690,BlueMeme Inc. 
76850,"BuySell Technologies Co.,Ltd. "
47250,CAC Holdings Corporation 
23150,CAICA DIGITAL Inc. 
74620,CAPITA Inc. 
73810,"CCI Group, Inc. "
131A,CCN Group 
43200,"CE Holdings Co.,Ltd. "
66330,CGS HOLDINGS INC. 
48260,"Computer Institute of Japan,Ltd. "
43780,CINC Corp. 
57570,"CK SAN-ETSU METALS Co.,Ltd. "
42860,CL Holdings Inc. 
522A,COEL 
36980,"CRI Middleware Co., Ltd. "
92580,"CS-C.Co.,Ltd. "
23040,"CSS HOLDINGS,LTD. "
92150,"CaSy Co.,Ltd. "
71960,Casa Inc. 
31730,"Cominix Co.,Ltd. "
320A,D&I 
189A0,"D&M COMPANY CO.,LTD "
96820,DTS CORPORATION 
48330,"Def consulting, inc. "
52460,"ELEMENTS, Inc. "
253A0,"ETS Group Co.,Ltd. "
44270,"EduLab, Inc. "
73700,"Enjin Co., Ltd. "
95640,FCE Inc. 
36920,"FFRI Security, Inc. "
51290,FIXER Inc. 
89350,"FJ NEXT HOLDINGS CO., LTD. "
35630,FOOD & LIFE COMPANIES LTD. 
73880,FP Partner Inc. 
71480,"Financial Partners Group Co.,Ltd. "
21580,"FRONTEO,Inc. "
61340,FUJI CORPORATION 
14490,FUJI JAPAN CO. LTD. 
462A0,"FUNDINNO,INC. "
220A0,Faber Company Inc. 
44190,Finatext Holdings Ltd. 
52560,"Fusic Co.,Ltd. "
75080,G-7 HOLDINGS Inc. 
34910,"GAtechnologies Co.,Ltd. "
91660,GENDA Inc. 
93410,"GENOVA,Inc. "
92500,GRCS Inc. 
347A,GROWTH POWER 
55790,"GSI Co., Ltd. "
81010,GSI Creos Corporation 
65520,"GameWith,Inc. "
98280,Genki Global Dining Concepts Corporation 
40180,"Geolocation Technology, Inc. "
55750,Globee Inc. 
60470,Gunosy Inc. 
65610,"HANATOUR JAPAN CO.,LTD. "
23450,"HODL1, Inc. "
49330,"I-ne CO.,LTD. "
343A0,IACE TRAVEL Corporation. 
60710,"IBJ,Inc. "
47690,"IC CO., LTD. "
47090,ID Holdings Corporation 
75990,IDOM Inc. 
37910,"IG Port,Inc. "
70130,IHI Corporation 
27220,"IK HOLDINGS Co.,Ltd. "
245A0,INGS inc. 
16050,INPEX CORPORATION 
43080,J-Stream Inc. 
26130,"J-OIL MILLS, INC. "
30660,"JB ELEVEN CO.,LTD. "
49750,JCU CORPORATION 
44180,Japan Data Science Consortium Co. Ltd. 
35390,"JM HOLDINGS CO.,LTD. "
57040,JMC CORPORATION 
44830,JMDC Inc. 
66340,JN Group Inc. 
27490,"JP-HOLDINGS,INC. "
32760,"Japan Property Management Center Co.,Ltd. "
62240,"JRC CO.,LTD. "
150A0,"JSH Co.,Ltd. "
481A,JSecurity 
66320,JVCKENWOOD Corporation 
81730,Joshin Corporation 
94680,KADOKAWA CORPORATION 
24080,"KG Intelligence CO., LTD. "
65250,KOKUSAI ELECTRIC CORPORATION 
96870,"KSK CO.,LTD. "
64840,KVK CORPORATION 
77950,"KYORITSU CO.,LTD. "
41700,"Kaizen Platform, Inc. "
47120,"KeyHolder,Inc. "
145A0,L is B Corp. 
29860,"LA Holdings Co., Ltd. "
574A,LASSIC 
21200,"LIFULL Co.,Ltd. "
73660,LITALICO Inc. 
59380,LIXIL Corporation 
352A0,"LOIVE Co.,Ltd. "
434A,LOOPLACE 
55860,Laboro.AI Inc. 
14310,"Lib Work Co.,Ltd. "
218A0,"Liberaware Co.,Ltd. "
43800,M - mart Inc. 
53440,"MARUWA CO., LTD. "
31680,MERF Inc. 
196A0,"MFS, Inc. "
34420,"MIE CORPORATION CO.,LTD "
21210,"MIXI, Inc. "
433A,MJE 
50180,MORESCO Corporation 
65550,"MS&Consulting Co.,Ltd. "
65390,"MATCHING SERVICE JAPAN CO.,LTD. "
78060,"MTG Co., Ltd. "
195A0,MUSCAT GROUP Inc. 
70950,"Macbee Planet,Inc. "
74410,"MISUMI CO., LTD. "
30640,"MonotaRO Co.,Ltd. "
90440,"Nankai Electric Railway Co.,Ltd. "
76740,"NATTY SWANKY holdings Co.,Ltd. "
76380,"NEW ART HOLDINGS Co., Ltd. "
359A,NEXT STAGE 
43460,NEXYZ.Group Corporation 
64940,"NFK HOLDINGS CO.,LTD. "
222A,NICS 
64930,NITTAN Corporation 
23250,"NJS Co.,Ltd. "
311A,NPT 
97590,"NSD CO.,LTD. "
76240,"Naito&Co.,Ltd. "
70940,NexTone Inc. 
35620,"No.1 Co.,Ltd "
38390,"ODK Solutions Company,Ltd "
67570,"OSG CORPORATION CO.,LTD. "
65330,Orchestra Holdings Inc. 
62620,"PEGASUS CO., LTD. "
64900,PILLAR Corporation 
39930,PKSHA Technology Inc. 
76460,"PLANT Co.,Ltd "
51340,"POPER Co.,Ltd. "
39220,"PR TIMES, Inc. "
206A0,"PRISM BioLab Co.,LTD "
594A,PRO HOLDINGS 
43790,Photosynth inc. 
66130,"QD Laser, Inc. "
70750,"QLS Holdings Co., Ltd "
464A0,QPS Holdings 
88940,"REVOLUTION CO.,LTD. "
88360,RISE Inc. 
94070,RKB MAINICHI HOLDINGS CORPORATION 
43740,ROBOT PAYMENT INC. 
241A0,"ROXX, Inc. "
34450,"RS Technologies Co.,Ltd. "
67860,RVH Inc. 
80840,RYODEN CORPORATION 
51380,"Rebase, Inc. "
55720,Ridge-i Inc. 
393A,RitaX 
58910,"SAKIGAKE Holdings Co.,Ltd. "
27620,"SANKO MARKETING FOODS CO.,LTD. "
83030,"SBI Shinsei Bank, Limited "
77350,"SCREEN Holdings Co., Ltd. "
17110,"SDS HOLDINGS Co.,Ltd. "
36970,SHIFT Inc. 
71200,SHINKO Inc. 
78390,"SHOEI CO., LTD. "
43860,"SIG Group Co., Ltd. "
47720,"SM ENTERTAINMENT JAPAN Co.,Ltd. "
558A0,SQUEEZE Inc. 
38170,"SRA Holdings,Inc. "
58580,"STG CO.,LTD. "
29320,"STI Foods Holdings,Inc. "
72700,SUBARU CORPORATION 
34360,SUMCO CORPORATION 
39880,"SYS Holdings Co.,Ltd. "
269A0,Sapeet Inc. 
264A0,"Schoo,inc. "
41780,Sharing Innovations Inc. 
70840,Smile Holdings Inc. 
44990,"Speee, Inc. "
40530,Sun* Inc. 
290A0,Synspective Inc. 
87950,"T&D Holdings, Inc. "
73620,Terminalcare Support Institute Inc. 
79210,TAKARA & COMPANY LTD. 
67750,TB GROUP INC. 
72770,"TBK Co.,Ltd. "
94010,"TBS HOLDINGS, INC. "
63330,TEIKOKU CORPORATION 
325A0,TENTIAL Inc. 
34790,TKP Corporation 
280A0,TMH Inc. 
500A0,TO???? 
31670,TOKAI Holdings Corporation 
34150,"TOKYO BASE Co., Ltd. "
71380,"TORICO Co.,Ltd. "
30470,"TRUCK-ONE CO., LTD. "
36080,"TSI HOLDINGS CO., LTD. "
64660,"TVE Co.,Ltd. "
73520,TWOSTONE&Sons Inc. 
330A0,TalentX Inc. 
44160,True Data Inc. 
94180,"U-NEXT HOLDINGS Co.,Ltd. "
57410,UACJ Corporation 
98880,"UEX, LTD. "
407A0,"UNICON Holdings Co., Ltd. "
31130,UNIVA Oak Holdings Limited 
39370,"Ubicom Holdings, Inc. "
24670,"VLC SECURITY CO., LTD. "
135A0,"VRAIN Solution, Inc. "
130A0,Veritas In Silico Inc. 
91590,W TOKYO Inc. 
30680,WDI Corporation. 
36640,WIZE INC. 
194A0,"WOLVES HAND Co., Ltd. "
48390,WOWOW INC. 
49370,Waqoo Inc. 
44380,Welby Inc. 
175A0,"Will Smart Co.,LTD. "
23540,YE DIGITAL Corporation 
80740,"YUASA CO., LTD. "
5598,Yottavias 
33750,ZOA CORPORATION 
30920,"ZOZO, Inc. "
43870,"ZUU Co.,Ltd. "
338A0,"ZenmuTech,Inc. "
597A,and US 
41750,coly Inc. 
33590,"cotta CO.,LTD "
50380,"eWeLL Co.,Ltd. "
36670,"enish,inc. "
17830,"Fantasista Co., Ltd. "
23230,fonfun corporation 
39030,gumi Inc. 
41770,"i-plug,Inc. "
93480,"ispace,inc. "
52440,"jig.jp co.,ltd. "
44480,"kubell Co.,Ltd. "
22070,"MEITO CO., LTD. "
51320,"pluszero,Inc. "
55270,property technologies Inc. 
14350,robot home Inc. 
50340,"unerry,Inc. "
303A0,visumo Inc. 
58920,"yutori, Inc. "
559A0,"UMENOYADO BREWERY CO.,LTD. "
45240,"MORISHITA JINTAN CO.,LTD. "
42490,"MORIROKU COMPANY, LTD. "
66470,"MORIO DENKI CO.,LTD. "
22640,"MORINAGA MILK INDUSTRY CO.,LTD "
22010,"Morinaga&Co.,Ltd. "
80520,"TSUBAKIMOTO KOGYO CO.,LTD. "
87060,"KYOKUTO SECURITIES CO.,LTD. "
80930,"Kyokuto Boeki Kaisha, Limited "
72260,"KYOKUTO KAIHATSU KOGYO CO.,LTD. "
47550,"Rakuten Group,Inc. "
58380,"Rakuten Bank, Ltd. "
60370,"RAKUMACHI,INC. "
68410,YOKOGAWA ELECTRIC CORPORATION 
51010,"The Yokohama Rubber Company,Limited "
80450,"Yokohama Maruuo Co., Ltd "
28740,"Yokohama Reito Co.,Ltd. "
74430,"yokohama gyorui co.,ltd. "
75700,"HASHIMOTO SOGYO HOLDINGS CO.,LTD. "
93530,"SAKURAJIMA FUTO KAISHA,LTD. "
51890,"SAKURA RUBBER CO.,LTD. "
80790,SHOEI FOODS CORPORATION 
45020,Takeda Pharmaceutical Company Limited 
72200,"MUSASHI SEIMITSU INDUSTRY CO.,LTD. "
96350,"Musashino Kogyo Co.,Ltd. "
86220,"Mito Securities Co., Ltd. "
78770,"EIDAI KAKO CO.,LTD. "
78220,"Eidai Co.,Ltd. "
22060,"EZAKI GLICO CO.,LTD. "
67710,"IKEGAMI TSUSHINKI CO., LTD. "
94360,OKINAWA CELLULAR TELEPHONE COMPANY 
95110,"The Okinawa Electric Power Company, Incorporated "
67030,"Oki Electric Industry Company, Limited "
72560,"KASAI KOGYO CO .,LTD. "
63930,"YUKEN KOGYO CO., LTD. "
98240,"SENSHU ELECTRIC CO.,LTD. "
62170,TSUDAKOMA Corp. 
59620,"ASAKA INDUSTRIAL CO.,LTD. "
69650,HAMAMATSU PHOTONICS K.K. 
75310,SEIWA CHUO HOLDINGS CORPORATION 
18030,SHIMIZU CORPORATION 
3448,??? 
65240,"KOHOKU KOGYO CO.,LTD. "
22930,"TAKIZAWA HAM CO.,LTD. "
93040,"The Shibusawa Warehouse Co.,Ltd. "
63400,SHIBUYA CORPORATION 
59180,"The Takigami Steel Construction Co.,Ltd. "
96280,"SAN HOLDINGS,INC. "
40310,Katakura & Co-op Agri Corporation 
30010,"Katakura Industries Co.,Ltd. "
34370,"TOKUDEN CO.,LTD. "
37080,"Tokushu Tokai Paper Co.,Ltd. "
